Item Name,SNo,Parameters,Type,SubDistrict-_Solapur-Total [(A+B) or (C+D)],SubDistrict-_Solapur-Public [A],SubDistrict-_Solapur-Private [B],SubDistrict-_Solapur-Urban [C],SubDistrict-_Solapur-Rural [D],SubDistrict-Akkalkot-Total [(A+B) or (C+D)],SubDistrict-Akkalkot-Public [A],SubDistrict-Akkalkot-Private [B],SubDistrict-Akkalkot-Urban [C],SubDistrict-Akkalkot-Rural [D],SubDistrict-Barshi-Total [(A+B) or (C+D)],SubDistrict-Barshi-Public [A],SubDistrict-Barshi-Private [B],SubDistrict-Barshi-Urban [C],SubDistrict-Barshi-Rural [D],SubDistrict-Karmala-Total [(A+B) or (C+D)],SubDistrict-Karmala-Public [A],SubDistrict-Karmala-Private [B],SubDistrict-Karmala-Urban [C],SubDistrict-Karmala-Rural [D],SubDistrict-Madha-Total [(A+B) or (C+D)],SubDistrict-Madha-Public [A],SubDistrict-Madha-Private [B],SubDistrict-Madha-Urban [C],SubDistrict-Madha-Rural [D],SubDistrict-Malshiras-Total [(A+B) or (C+D)],SubDistrict-Malshiras-Public [A],SubDistrict-Malshiras-Private [B],SubDistrict-Malshiras-Urban [C],SubDistrict-Malshiras-Rural [D],SubDistrict-Mangalvedhe-Total [(A+B) or (C+D)],SubDistrict-Mangalvedhe-Public [A],SubDistrict-Mangalvedhe-Private [B],SubDistrict-Mangalvedhe-Urban [C],SubDistrict-Mangalvedhe-Rural [D],SubDistrict-Mohol-Total [(A+B) or (C+D)],SubDistrict-Mohol-Public [A],SubDistrict-Mohol-Private [B],SubDistrict-Mohol-Urban [C],SubDistrict-Mohol-Rural [D],SubDistrict-Pandharpur-Total [(A+B) or (C+D)],SubDistrict-Pandharpur-Public [A],SubDistrict-Pandharpur-Private [B],SubDistrict-Pandharpur-Urban [C],SubDistrict-Pandharpur-Rural [D],SubDistrict-Sangole-Total [(A+B) or (C+D)],SubDistrict-Sangole-Public [A],SubDistrict-Sangole-Private [B],SubDistrict-Sangole-Urban [C],SubDistrict-Sangole-Rural [D],SubDistrict-Solapur North-Total [(A+B) or (C+D)],SubDistrict-Solapur North-Public [A],SubDistrict-Solapur North-Private [B],SubDistrict-Solapur North-Urban [C],SubDistrict-Solapur North-Rural [D],SubDistrict-Solapur South-Total [(A+B) or (C+D)],SubDistrict-Solapur South-Public [A],SubDistrict-Solapur South-Private [B],SubDistrict-Solapur South-Urban [C],SubDistrict-Solapur South-Rural [D],SubDistrict-Solapur Urban-Total [(A+B) or (C+D)],SubDistrict-Solapur Urban-Public [A],SubDistrict-Solapur Urban-Private [B],SubDistrict-Solapur Urban-Urban [C],SubDistrict-Solapur Urban-Rural [D],Month_File,District,Source_File
M1 [Ante Natal Care (ANC)],1.2.7,Number of PW received 4 or more ANC check ups,TOTAL,58253,55574,2679,11462,46791,5057,5057,,486,4571,4563,4563,,1102,3461,2896,2896,,25,2871,4423,4423,,86,4337,8235,8235,,,8235,2389,2389,,53,2336,3920,3920,,,3920,5503,5503,,348,5155,3722,3722,,247,3475,5172,2493,2679,3,5169,3261,3261,,,3261,9112,9112,,9112,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M1 [Ante Natal Care (ANC)],1.2.8,Number of PW given ANC Corticosteroids in Pre Term Labour,TOTAL,449,427,22,31,418,17,17,,17,0,13,13,,10,3,5,5,,0,5,3,3,,0,3,374,374,,,374,6,6,,0,6,5,5,,,5,0,0,,0,0,4,4,,4,0,22,0,22,0,22,0,0,,,0,0,0,,0,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M1 [Ante Natal Care (ANC)],1.3.1,New cases of PW with hypertension detected,TOTAL,318,293,25,120,198,39,39,,20,19,32,32,,26,6,1,1,,0,1,0,0,,0,0,26,26,,,26,0,0,,0,0,45,45,,,45,71,71,,51,20,10,10,,1,9,36,11,25,0,36,36,36,,,36,22,22,,22,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M1 [Ante Natal Care (ANC)],1.3.1.a,"Out of the new cases of PW with hypertension detected, cases managed at institution",TOTAL,120,114,6,29,91,24,24,,12,12,7,7,,4,3,1,1,,0,1,0,0,,0,0,9,9,,,9,0,0,,0,0,16,16,,,16,20,20,,0,20,1,1,,1,0,7,1,6,0,7,23,23,,,23,12,12,,12,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M1 [Ante Natal Care (ANC)],1.3.2,Number of Eclampsia cases managed during delivery,TOTAL,297,297,0,7,290,3,3,,3,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,1,1,,,1,0,0,,0,0,1,1,,,1,4,4,,4,0,0,0,,0,0,288,288,0,0,288,0,0,,,0,0,0,,0,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M1 [Ante Natal Care (ANC)],1.4.1,Number of PW tested for Haemoglobin (Hb ) 4 or more than 4 times for respective ANCs,TOTAL,48550,48197,353,12062,36488,4962,4962,,462,4500,3441,3441,,235,3206,3114,3114,,0,3114,348,348,,0,348,6873,6873,,,6873,2786,2786,,63,2723,3376,3376,,,3376,5072,5072,,1873,3199,3533,3533,,244,3289,2838,2485,353,10,2828,3032,3032,,,3032,9175,9175,,9175,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M1 [Ante Natal Care (ANC)],1.4.2,Number of PW having Hb level<11 (tested cases)(7.1 to 10.9),TOTAL,49441,48842,599,14067,35374,3538,3538,,857,2681,5273,5273,,2309,2964,2546,2546,,167,2379,2350,2350,,0,2350,7106,7106,,,7106,2627,2627,,183,2444,3479,3479,,,3479,5615,5615,,1450,4165,2959,2959,,231,2728,2182,1583,599,15,2167,2911,2911,,,2911,8855,8855,,8855,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M1 [Ante Natal Care (ANC)],1.4.3,Number of PW having Hb level<7 (tested cases),TOTAL,1466,1389,77,295,1171,164,164,,10,154,91,91,,73,18,21,21,,0,21,11,11,,0,11,222,222,,,222,144,144,,26,118,181,181,,,181,184,184,,106,78,64,64,,6,58,114,37,77,0,114,196,196,,,196,74,74,,74,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M1 [Ante Natal Care (ANC)],1.4.4,Number of PW having severe anaemia (Hb<7) treated,TOTAL,583,554,29,219,364,9,9,,9,0,48,48,,48,0,3,3,,0,3,11,11,,0,11,88,88,,,88,7,7,,0,7,9,9,,,9,95,95,,94,1,6,6,,6,0,49,20,29,0,49,196,196,,,196,62,62,,62,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M1 [Ante Natal Care (ANC)],1.5.1,Number of PW tested for blood sugar using OGTT (Oral Glucose Tolerance Test),TOTAL,609,600,9,369,240,0,0,,0,0,33,33,,0,33,123,123,,123,0,0,0,,0,0,0,0,,,0,34,34,,0,34,0,0,,,0,0,0,,0,0,285,285,,246,39,131,122,9,0,131,3,3,,,3,0,0,,0,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M1 [Ante Natal Care (ANC)],1.5.2,Number of PW tested positive for GDM,TOTAL,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M1 [Ante Natal Care (ANC)],1.5.3,Number of PW given insulin out of total tested positive for GDM,TOTAL,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M1 [Ante Natal Care (ANC)],1.6.1.a,Number of PW tested using POC test for Syphilis,TOTAL,37,37,,,37,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,6,6,,,6,0,0,,,0,10,10,,,10,0,0,,,0,0,0,,,0,0,0,,,0,21,21,,,21,,,,,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M1 [Ante Natal Care (ANC)],1.6.1.b,"Out of above, number of PW found sero positive for syphilis",TOTAL,1,1,,,1,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,1,1,,,1,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,,,,,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M1 [Ante Natal Care (ANC)],1.6.2.a,Number of pregnant women tested for Syphilis,TOTAL,3877,3877,0,931,2946,0,0,,0,0,0,0,,0,0,722,722,,722,0,0,0,,0,0,2324,2324,,,2324,63,63,,63,0,549,549,,,549,0,0,,0,0,146,146,,146,0,73,73,0,0,73,0,0,,,0,0,0,,0,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M1 [Ante Natal Care (ANC)],1.6.2.b,Number of pregnant women tested found sero positive for Syphilis,TOTAL,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M1 [Ante Natal Care (ANC)],1.6.2.c,Number of syphilis positive pregnant women treated for Syphilis,TOTAL,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M1 [Ante Natal Care (ANC)],1.6.2.d,Number of babies diagnosed with Congenital Syphilis,TOTAL,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M1 [Ante Natal Care (ANC)],1.6.2.e,Number of babies treated for congenital Syphilis,TOTAL,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M2 [Deliveries],2.1.1.a,Number of Home Deliveries attended by Skill Birth Attendant(SBA) (Doctor/Nurse/ANM),TOTAL,44,44,,14,30,0,0,,,0,3,3,,,3,0,0,,,0,0,0,,,0,4,4,,,4,5,5,,,5,10,10,,,10,0,0,,,0,4,4,,,4,0,0,,0,0,4,4,,,4,14,14,,14,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M2 [Deliveries],2.1.1.b,Number of Home Deliveries attended by Non SBA (Trained Birth Attendant(TBA) /Relatives/etc.),TOTAL,23,23,,11,12,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,4,4,,,4,0,0,,,0,4,4,,,4,0,0,,,0,0,0,,,0,0,0,,0,0,4,4,,,4,11,11,,11,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M2 [Deliveries],2.1.2,Number of PW given Tablet Misoprostol during home delivery,TOTAL,6,6,,1,5,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,1,1,,,1,0,0,,,0,0,0,,,0,0,0,,0,0,4,4,,,4,1,1,,1,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M2 [Deliveries],2.1.3,Number of newborns received 7 Home Based Newborn Care (HBNC) visits in case of Home delivery,TOTAL,44,44,,7,37,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,20,20,,,20,13,13,,,13,0,0,,,0,0,0,,,0,0,0,,0,0,4,4,,,4,7,7,,7,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M2 [Deliveries],2.2,Number of Institutional Deliveries conducted (Including C-Sections),TOTAL,62050,27198,34852,5346,56704,2520,2520,,993,1527,1271,1271,,616,655,1071,1071,,545,526,913,913,,77,836,1784,1784,,,1784,1180,1180,,135,1045,1088,1088,,,1088,2628,2628,,1095,1533,2066,2066,,137,1929,44088,9236,34852,0,44088,1693,1693,,,1693,1748,1748,,1748,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M2 [Deliveries],2.2.1,Out of total institutional deliveries number of women discharged within 48 hours of delivery,TOTAL,11590,7881,3709,1319,10271,1787,1787,,260,1527,284,284,,66,218,648,648,,281,367,385,385,,0,385,555,555,,,555,556,556,,0,556,673,673,,,673,289,289,,0,289,855,855,,110,745,3709,0,3709,0,3709,1247,1247,,,1247,602,602,,602,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M2 [Deliveries],2.2.2,Number of newborns received 6 HBNC  visits after Institutional Delivery,TOTAL,9998,9998,,612,9386,1391,1391,,0,1391,328,328,,0,328,417,417,,0,417,634,634,,0,634,999,999,,,999,752,752,,0,752,1003,1003,,,1003,1273,1273,,0,1273,1079,1079,,0,1079,267,267,,0,267,1243,1243,,,1243,612,612,,612,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M3 [Number of Caesarean (C-Section) deliveries],3.1,Total C -Section deliveries performed,TOTAL,14390,3358,11032,564,13826,0,0,,0,0,21,21,,21,0,0,0,,0,0,0,0,,0,0,107,107,,,107,3,3,,3,0,0,0,,,0,414,414,,409,5,7,7,,7,0,13714,2682,11032,0,13714,0,0,,,0,124,124,,124,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M3 [Number of Caesarean (C-Section) deliveries],3.1.1,"C-sections, performed at night (8 PM- 8 AM)",TOTAL,2165,776,1389,35,2130,0,0,,0,0,1,1,,1,0,0,0,,0,0,0,0,,0,0,25,25,,,25,0,0,,0,0,0,0,,,0,0,0,,0,0,3,3,,3,0,2105,716,1389,0,2105,0,0,,,0,31,31,,31,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M4 [Pregnancy outcome & details of new-born],4.1.1.a,Live Birth - Male,TOTAL,31459,14095,17364,2760,28699,1283,1283,,505,778,662,662,,326,336,581,581,,286,295,495,495,,39,456,975,975,,,975,618,618,,74,544,568,568,,,568,1368,1368,,548,820,1098,1098,,77,1021,22006,4642,17364,0,22006,900,900,,,900,905,905,,905,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M4 [Pregnancy outcome & details of new-born],4.1.1.b,Live Birth - Female,TOTAL,30466,12978,17488,2581,27885,1212,1212,,477,735,608,608,,287,321,486,486,,257,229,416,416,,37,379,870,870,,,870,587,587,,60,527,532,532,,,532,1249,1249,,538,711,969,969,,60,909,21876,4388,17488,0,21876,796,796,,,796,865,865,,865,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M4 [Pregnancy outcome & details of new-born],4.1.2,Number of Pre term newborns ( < 37 weeks of pregnancy),TOTAL,1233,1190,43,134,1099,22,22,,18,4,67,67,,60,7,23,23,,0,23,3,3,,0,3,125,125,,,125,49,49,,36,13,89,89,,,89,80,80,,2,78,40,40,,0,40,670,627,43,0,670,47,47,,,47,18,18,,18,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M4 [Pregnancy outcome & details of new-born],4.1.3,Still Birth,TOTAL,480,395,85,44,436,29,29,,15,14,10,10,,5,5,5,5,,2,3,2,2,,1,1,13,13,,,13,2,2,,1,1,7,7,,,7,13,13,,11,2,3,3,,0,3,381,296,85,0,381,6,6,,,6,9,9,,9,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M4 [Pregnancy outcome & details of new-born],4.2,Abortion (spontaneous),TOTAL,1576,1305,271,849,727,10,10,,0,10,77,77,,0,77,21,21,,0,21,6,6,,0,6,57,57,,,57,9,9,,0,9,76,76,,,76,30,30,,0,30,53,53,,6,47,386,115,271,0,386,8,8,,,8,843,843,,843,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M4 [Pregnancy outcome & details of new-born],4.3.1.a,MTP up to 12 weeks of pregnancy,TOTAL,1189,1134,55,918,271,7,7,,0,7,7,7,,7,0,5,5,,0,5,0,0,,0,0,40,40,,,40,4,4,,0,4,16,16,,,16,130,130,,68,62,18,18,,6,12,100,45,55,0,100,25,25,,,25,837,837,,837,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M4 [Pregnancy outcome & details of new-born],4.3.1.b,MTP more than 12 weeks of pregnancy,TOTAL,31,30,1,7,24,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,1,1,,,1,3,3,,0,3,0,0,,,0,0,0,,0,0,0,0,,0,0,20,19,1,0,20,0,0,,,0,7,7,,7,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M4 [Pregnancy outcome & details of new-born],4.3.2.a,Post Abortion/ MTP Complications Identified,TOTAL,2,1,1,0,2,1,1,,0,1,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,1,0,1,0,1,0,0,,,0,0,0,,0,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M4 [Pregnancy outcome & details of new-born],4.3.2.b,Post Abortion/ MTP Complications Treated,TOTAL,1,0,1,0,1,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,1,0,1,0,1,0,0,,,0,0,0,,0,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M4 [Pregnancy outcome & details of new-born],4.3.3,Number of women provided with post abortion/ MTP contraception,TOTAL,39,39,0,0,39,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,39,39,0,0,39,0,0,,,0,0,0,,0,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M4 [Pregnancy outcome & details of new-born],4.4.1,Number of newborns weighed at birth,TOTAL,61562,26710,34852,5317,56245,2496,2496,,982,1514,1269,1269,,618,651,1067,1067,,543,524,910,910,,76,834,1686,1686,,,1686,1174,1174,,125,1049,1055,1055,,,1055,2618,2618,,1086,1532,2032,2032,,127,1905,43881,9029,34852,0,43881,1614,1614,,,1614,1760,1760,,1760,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M4 [Pregnancy outcome & details of new-born],4.4.2,Number of newborns having weight less than 2.5 kg,TOTAL,3731,3489,242,588,3143,136,136,,57,79,76,76,,61,15,72,72,,52,20,32,32,,7,25,147,147,,,147,123,123,,24,99,86,86,,,86,332,332,,267,65,73,73,,39,34,2454,2212,242,0,2454,119,119,,,119,81,81,,81,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M4 [Pregnancy outcome & details of new-born],4.4.3,Number of Newborns breast fed within 1 hour of birth ,TOTAL,58832,23980,34852,5261,53571,2494,2494,,982,1512,1259,1259,,611,648,1059,1059,,543,516,909,909,,76,833,1658,1658,,,1658,1176,1176,,128,1048,1061,1061,,,1061,2616,2616,,1086,1530,1887,1887,,128,1759,41401,6549,34852,0,41401,1605,1605,,,1605,1707,1707,,1707,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M5 [Complicated Pregnancies],5.1,"Number of cases of pregnant women with Obstetric Complications attended (Antepartum haemorrhage (APH), Post-Partum Hemorrhage (PPH), Sepsis, Eclampsia and others)",TOTAL,1778,1778,0,593,1185,225,225,,225,0,6,6,,6,0,0,0,,0,0,0,0,,0,0,119,119,,,119,0,0,,0,0,4,4,,,4,269,269,,269,0,11,11,,11,0,1054,1054,0,,1054,8,8,,,8,82,82,,82,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M5 [Complicated Pregnancies],5.2,Number of Complicated pregnancies treated with Blood Transfusion,TOTAL,713,713,0,136,577,0,0,,0,,6,6,,6,0,0,0,,0,,1,1,,1,0,75,75,,,75,0,0,,0,,0,0,,,0,128,128,,128,0,1,1,,1,,502,502,0,,502,0,0,,,0,0,0,,0,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M6 [Post Natal Care (PNC)],6.1,Women receiving 1st post partum checkup within 48 hours of home delivery,TOTAL,21,21,0,18,3,2,2,,0,2,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,1,1,,,1,18,18,,18,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M6 [Post Natal Care (PNC)],6.2,Women receiving 1st post partum checkup between 48 hours and 14 days,TOTAL,33569,13586,19983,3393,30176,2104,2104,,833,1271,585,585,,185,400,349,349,,104,245,764,764,,67,697,787,787,,,787,682,682,,71,611,931,931,,,931,1141,1141,,669,472,1249,1249,,37,1212,22405,2422,19983,0,22405,1145,1145,,,1145,1427,1427,,1427,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M6 [Post Natal Care (PNC)],6.3,Number of mothers provided full course of 180 IFA tablets after delivery,TOTAL,17556,15314,2242,3327,14229,885,885,,740,145,1131,1131,,798,333,297,297,,70,227,510,510,,77,433,804,804,,,804,712,712,,135,577,1050,1050,,,1050,1741,1741,,529,1212,1274,1274,,40,1234,6724,4482,2242,0,6724,1490,1490,,,1490,938,938,,938,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M6 [Post Natal Care (PNC)],6.4,Number of mothers provided 360 Calcium tablets after delivery,TOTAL,14241,11997,2244,2229,12012,726,726,,650,76,987,987,,798,189,185,185,,0,185,211,211,,77,134,711,711,,,711,540,540,,135,405,635,635,,,635,1557,1557,,355,1202,762,762,,30,732,6602,4358,2244,,6602,1141,1141,,,1141,184,184,,184,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.1.1,New RTI/STI cases identified - Male,TOTAL,2596,2486,110,1458,1138,90,90,,80,10,204,204,,66,138,14,14,,0,14,96,96,,0,96,100,100,,,100,1249,1249,,1189,60,121,121,,,121,446,446,,111,335,75,75,,12,63,185,75,110,,185,16,16,,,16,0,0,,0,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.1.2,New RTI/STI cases identified - Female,TOTAL,2798,2697,101,1315,1483,161,161,,68,93,294,294,,112,182,13,13,,0,13,103,103,,0,103,123,123,,,123,1131,1131,,1032,99,148,148,,,148,434,434,,80,354,80,80,,23,57,198,97,101,,198,113,113,,,113,0,0,,0,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.2.1,RTI/STI for which treatment initiated - Male,TOTAL,1331,1215,116,314,1017,64,64,,62,2,133,133,,22,111,14,14,,0,14,76,76,,0,76,58,58,,,58,223,223,,120,103,124,124,,,124,408,408,,98,310,38,38,,12,26,189,73,116,,189,4,4,,,4,0,0,,0,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.2.2,RTI/STI for which treatment initiated -Female,TOTAL,1608,1501,107,331,1277,105,105,,48,57,169,169,,30,139,13,13,,0,13,69,69,,0,69,56,56,,,56,301,301,,167,134,151,151,,,151,386,386,,64,322,44,44,,20,24,202,95,107,,202,110,110,,,110,2,2,,2,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M8 [Family Planning],8.1.1,Number of Non Scalpel Vasectomy (NSV) / Conventional Vasectomy conducted,TOTAL,12,11,1,2,10,0,0,,0,0,3,3,,1,2,2,2,,0,2,0,0,,0,0,4,4,,,4,0,0,,0,0,1,1,,,1,0,0,,0,0,0,0,,0,0,1,0,1,,1,0,0,,,0,1,1,,1,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M8 [Family Planning],8.2.1,Number of Laparoscopic sterilizations (excluding post abortion) conducted,TOTAL,7015,6263,752,2124,4891,0,0,,0,0,928,928,,703,225,799,799,,59,740,550,550,,28,522,161,161,,,161,255,255,,0,255,484,484,,,484,561,561,,12,549,739,739,,450,289,1164,412,752,,1164,502,502,,,502,872,872,,872,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M8 [Family Planning],8.2.2,Number of Interval Mini-lap (other than post-partum and post abortion) sterilizations conducted,TOTAL,8963,6255,2708,1216,7747,1682,1682,,13,1669,171,171,,1,170,78,78,,4,74,203,203,,34,169,589,589,,,589,391,391,,38,353,472,472,,,472,774,774,,353,421,190,190,,0,190,2857,149,2708,,2857,783,783,,,783,773,773,,773,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M8 [Family Planning],8.2.3,Number of Postpartum sterilizations (within 7 days of delivery by minilap or concurrent with caesarean section) conducted,TOTAL,1555,910,645,873,682,0,0,,0,0,21,21,,2,19,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,5,5,,5,0,15,15,,0,15,645,0,645,,645,3,3,,,3,866,866,,866,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M8 [Family Planning],8.2.4,Number of Post Abortion sterilizations (within 7 days of spontaneous or surgical abortion) conducted,TOTAL,173,157,16,155,18,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,,0,2,2,,0,2,0,0,,0,0,16,0,16,,16,0,0,,,0,155,155,,155,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M8 [Family Planning],8.3,Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD),TOTAL,11278,11031,247,1517,9761,1309,1309,,126,1183,1058,1058,,53,1005,1014,1014,,180,834,952,952,,13,939,1275,1275,,,1275,562,562,,10,552,667,667,,,667,1254,1254,,50,1204,738,738,,53,685,653,406,247,,653,764,764,,,764,1032,1032,,1032,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
M8 [Family Planning],8.4,Number of Postpartum (within 48 hours of delivery) IUCD insertions,TOTAL,2222,2203,19,771,1451,199,199,,90,109,257,257,,62,195,188,188,,148,40,53,53,,4,49,239,239,,,239,201,201,,0,201,190,190,,,190,516,516,,409,107,158,158,,25,133,76,57,19,,76,112,112,,,112,33,33,,33,,Jan,Solapur,hmis-item-17-18-mn-sd-mah-Solapur-Jan.csv
